Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Software Engineer,34383,24,Master's,0.5,0.86,0.35,Medium,0.29,0.98,0.35,0.42,0.01,0.72,0.41,0.1,0.97,0.78
AI Engineer,83568,24,PhD,0.57,1.15,0.09,Low,0.49,0.96,0.84,0.72,0.52,0.39,0.45,0.76,0.55,0.76
UX Researcher,114815,15,PhD,0.95,0.72,0.49,Medium,0.23,0.56,0.91,0.57,0.51,0.75,0.15,0.91,0.58,0.69
AI Engineer,102135,15,Master's,0.45,0.65,0.19,Low,0.98,0.79,0.75,0.64,0.35,0.17,0.22,0.01,0.67,0.81
Software Engineer,147442,16,PhD,0.8,1.22,0.39,Medium,0.0,0.67,0.16,0.96,0.6,0.85,0.81,0.56,0.44,0.5
UX Researcher,131937,24,Bachelor's,0.37,0.7,0.43,Medium,0.64,0.72,0.37,0.15,0.14,0.81,0.65,0.73,0.49,0.46
Data Scientist,33796,5,High School,0.78,1.23,0.32,Medium,0.13,0.94,0.08,0.08,0.84,0.64,0.35,0.17,0.88,0.99
Data Scientist,50377,0,Master's,0.87,1.2,0.42,Medium,0.95,0.88,0.24,0.49,0.07,0.95,0.57,0.25,0.29,0.98
AI Engineer,94127,13,Master's,0.18,0.92,0.23,Low,0.27,0.44,0.93,0.3,0.79,0.16,0.18,0.46,0.23,0.9
Software Engineer,36384,13,PhD,0.45,0.57,0.46,Medium,0.31,0.8,0.17,0.76,0.5,0.08,0.97,0.73,0.26,0.58
Software Engineer,87803,1,High School,0.65,0.92,0.58,Medium,0.75,0.78,0.5,0.79,0.03,0.68,0.24,0.27,0.09,0.19
UX Researcher,82025,10,PhD,0.66,0.98,0.68,Medium,0.61,0.61,0.99,0.09,0.28,0.66,0.32,0.35,0.89,0.58
Data Scientist,65714,11,High School,0.74,0.69,0.63,Medium,0.95,0.24,0.69,0.75,0.31,0.48,0.1,0.17,0.06,0.56
Software Engineer,44775,26,High School,0.6,1.19,0.53,Medium,0.51,0.23,0.24,0.77,0.02,0.78,0.53,0.94,1.0,0.66
Data Scientist,117377,1,Bachelor's,0.93,0.9,0.48,Medium,0.8,0.51,0.12,0.44,0.63,0.72,0.65,0.12,0.3,0.73
Software Engineer,128039,17,PhD,0.8,1.34,0.58,Medium,0.66,0.44,0.64,0.74,0.12,0.26,0.19,0.84,0.68,0.45
Data Scientist,82216,22,Bachelor's,0.49,1.19,0.44,Medium,0.41,0.56,0.29,0.21,0.14,0.35,0.05,0.58,0.18,0.38
Data Scientist,45597,28,Master's,0.28,1.16,0.64,Medium,0.36,0.25,0.26,0.82,0.46,0.72,0.65,0.31,0.21,0.13
Software Engineer,119643,4,PhD,0.08,0.76,0.59,Medium,0.15,0.52,0.25,0.51,0.75,0.27,0.35,0.72,0.55,0.09
Data Scientist,40130,23,PhD,0.95,1.33,0.35,Medium,0.88,0.68,0.33,0.87,0.6,0.85,0.47,0.5,0.29,0.39
UX Researcher,110614,2,Master's,0.14,1.38,0.63,Medium,0.06,0.55,0.3,0.19,0.31,0.82,0.06,0.65,0.91,0.45
AI Engineer,111687,21,High School,0.16,1.17,0.2,Low,0.03,0.06,0.26,0.74,0.13,0.2,0.91,0.55,0.62,0.46
Data Scientist,92778,13,High School,0.99,1.18,0.67,Medium,0.69,0.86,0.61,0.93,0.52,0.74,0.92,0.42,0.03,0.11
AI Engineer,36357,27,Bachelor's,0.06,0.57,0.2,Low,0.25,0.41,0.83,0.2,0.72,0.5,0.9,0.97,0.48,0.58
Software Engineer,133134,3,High School,0.44,1.15,0.43,Medium,0.52,0.29,0.06,0.14,0.29,0.98,0.97,0.83,0.23,0.44
Software Engineer,100655,3,Bachelor's,0.79,1.15,0.41,Medium,0.7,0.29,0.04,0.51,0.49,0.76,0.87,0.35,0.45,0.47
Software Engineer,52901,8,Master's,0.74,1.02,0.67,Medium,0.65,0.21,0.16,0.37,0.35,0.41,0.18,0.98,0.15,0.65
Software Engineer,44410,7,Bachelor's,0.54,1.15,0.51,Medium,0.69,0.49,0.53,0.94,0.39,0.76,0.33,0.33,0.93,0.7
Software Engineer,94314,10,Bachelor's,0.06,0.92,0.38,Medium,0.79,0.58,0.36,0.29,0.56,0.43,0.06,0.67,0.5,0.28
AI Engineer,115317,0,Master's,0.19,1.33,0.1,Low,0.23,0.08,0.16,0.63,0.45,0.79,0.33,0.97,0.05,0.06
UX Researcher,35504,14,Bachelor's,0.12,1.29,0.58,Medium,0.77,0.15,0.91,0.13,0.87,0.35,0.11,0.29,0.18,0.49
AI Engineer,104010,16,Master's,0.35,0.98,0.12,Low,0.63,0.26,0.77,0.51,0.09,0.63,0.57,0.34,0.01,0.2
Data Scientist,68011,25,Master's,0.2,1.08,0.58,Medium,0.86,0.65,0.69,0.61,0.99,0.26,0.27,0.13,0.49,0.1
Software Engineer,54192,5,High School,0.93,0.64,0.58,Medium,0.11,0.35,0.73,0.35,0.31,0.12,0.07,0.12,0.88,0.01
Software Engineer,138614,29,Master's,0.77,1.07,0.59,Medium,0.65,0.46,0.38,0.94,0.97,0.65,0.2,0.45,0.5,0.76
AI Engineer,90486,8,Master's,0.62,0.99,0.05,Low,0.26,0.11,0.66,0.25,0.45,0.35,0.14,0.96,0.93,0.08
Software Engineer,34461,24,Master's,0.54,1.27,0.39,Medium,0.85,0.33,0.19,0.47,0.88,0.07,0.33,0.65,0.36,0.07
Software Engineer,95056,9,Bachelor's,0.88,1.31,0.69,Medium,0.62,0.26,0.03,0.22,0.68,0.93,0.32,0.88,0.39,0.31
UX Researcher,81380,26,High School,0.42,1.31,0.53,Medium,0.42,0.52,0.23,0.2,0.99,0.97,0.42,0.52,0.83,0.73
Data Scientist,125798,4,Bachelor's,0.31,0.81,0.4,Medium,0.24,0.03,0.96,0.6,0.11,0.59,0.23,0.31,0.8,0.89
Data Scientist,43669,12,Bachelor's,0.9,1.07,0.61,Medium,0.91,0.24,0.58,0.48,0.77,0.38,0.71,0.4,0.11,0.11
Software Engineer,50852,24,PhD,0.65,0.67,0.31,Medium,0.91,0.3,0.47,0.09,0.38,0.42,0.9,0.87,0.19,0.56
Software Engineer,69537,25,Master's,0.96,0.87,0.4,Medium,0.96,0.8,0.66,0.61,0.36,0.64,0.73,0.03,0.12,0.32
Software Engineer,39597,29,Master's,0.53,1.13,0.45,Medium,0.2,0.9,0.14,0.3,0.76,0.61,0.73,0.81,0.9,0.3
UX Researcher,81358,29,Bachelor's,0.53,0.73,0.35,Medium,0.57,0.93,0.14,0.7,0.44,0.29,0.85,0.46,0.58,0.44
UX Researcher,145156,27,Bachelor's,0.15,0.54,0.47,Medium,0.23,0.42,0.33,0.54,0.72,0.48,0.06,0.02,0.21,0.42
AI Engineer,88717,7,Master's,0.33,1.39,0.07,Low,0.95,0.86,0.83,0.86,0.08,0.15,0.13,0.11,0.33,0.83
UX Researcher,83207,3,Master's,0.51,0.62,0.46,Medium,0.85,0.14,0.92,0.67,0.42,0.55,0.15,0.22,0.29,0.38
Data Scientist,136030,16,Bachelor's,0.68,1.38,0.59,Medium,0.95,0.89,0.86,0.39,0.39,0.74,0.08,0.32,0.93,0.45
Software Engineer,58797,18,Master's,0.83,0.64,0.44,Medium,0.01,0.44,0.35,0.72,0.72,0.04,0.12,0.9,0.79,0.39
AI Engineer,129508,7,High School,0.26,1.16,0.29,Low,0.62,0.03,0.65,0.94,0.36,0.93,0.67,0.19,0.15,0.18
UX Researcher,136165,26,PhD,0.15,0.62,0.64,Medium,0.65,0.95,0.17,0.46,0.74,0.21,0.68,0.47,0.43,0.64
AI Engineer,126681,18,High School,0.32,0.96,0.21,Low,0.51,0.63,0.89,0.17,0.12,0.5,0.98,0.06,0.99,0.97
AI Engineer,113092,23,High School,0.41,1.01,0.26,Low,0.66,0.46,0.95,0.21,0.29,0.91,0.85,0.13,0.93,0.01
UX Researcher,39106,22,PhD,0.44,1.45,0.31,Medium,0.98,0.82,0.35,0.6,0.86,0.48,0.05,0.9,0.52,0.55
Software Engineer,87487,3,PhD,0.68,1.12,0.34,Medium,0.67,0.45,0.71,0.84,0.04,0.65,0.1,0.38,0.01,0.33
Software Engineer,106733,4,High School,0.21,0.6,0.41,Medium,1.0,0.4,0.86,0.55,0.67,0.16,0.27,0.51,0.88,0.04
AI Engineer,128725,7,Master's,0.05,0.96,0.21,Low,0.74,0.14,0.17,0.47,1.0,0.36,0.43,0.43,0.08,0.77
Software Engineer,112669,29,High School,0.64,0.63,0.31,Medium,0.43,0.16,0.55,0.45,0.12,0.67,0.02,0.13,0.7,0.53
UX Researcher,36210,4,High School,0.6,1.04,0.54,Medium,0.66,0.97,0.75,0.18,0.47,0.68,0.18,0.93,0.08,0.61
Software Engineer,95109,4,High School,0.06,1.16,0.61,Medium,0.07,0.77,0.64,0.12,0.54,0.11,0.32,0.8,0.1,0.46
UX Researcher,84566,25,Bachelor's,0.68,1.04,0.31,Medium,0.67,0.62,0.08,0.75,0.52,0.2,0.56,0.6,0.92,0.74
UX Researcher,89930,19,Bachelor's,0.12,1.35,0.64,Medium,0.18,0.06,0.71,0.72,0.18,0.67,0.28,0.26,0.32,0.52
UX Researcher,84887,26,Bachelor's,0.32,0.92,0.67,Medium,0.71,0.33,0.18,0.62,0.66,0.48,0.21,0.03,0.27,0.46
Data Scientist,74181,21,Master's,0.76,0.52,0.45,Medium,0.01,0.04,0.48,0.36,0.56,0.07,0.59,0.07,0.42,0.35
Data Scientist,72734,1,PhD,0.31,0.5,0.43,Medium,0.08,0.92,0.07,0.95,0.49,0.51,0.79,0.7,0.24,0.03
UX Researcher,59319,26,Master's,0.13,1.1,0.68,Medium,0.55,0.29,0.18,0.03,0.62,0.56,0.46,0.19,0.24,0.96
Software Engineer,120236,7,Master's,0.89,0.83,0.55,Medium,0.33,0.79,0.47,0.34,0.42,0.09,0.87,0.96,0.48,0.22
Data Scientist,89550,7,Bachelor's,0.45,0.75,0.32,Medium,0.89,0.8,0.83,0.44,0.75,0.58,0.37,0.84,1.0,0.9
UX Researcher,72408,29,Bachelor's,0.21,0.99,0.33,Medium,0.56,0.5,0.41,0.04,0.88,0.8,0.63,0.57,0.69,0.14
AI Engineer,126747,12,Bachelor's,0.11,1.32,0.12,Low,0.77,0.81,0.89,0.75,0.56,0.6,0.32,0.18,0.13,0.18
Data Scientist,34970,6,Bachelor's,0.91,0.99,0.67,Medium,0.74,0.99,0.87,0.41,0.76,0.47,0.23,0.24,0.4,0.11
Data Scientist,123686,7,Bachelor's,0.85,0.9,0.7,Medium,0.85,0.97,0.87,0.78,0.94,0.42,0.78,0.21,0.73,0.79
AI Engineer,78448,25,High School,0.27,0.58,0.28,Low,0.3,0.11,0.68,0.22,0.48,0.05,0.99,0.45,1.0,0.39
UX Researcher,44363,29,PhD,0.65,0.74,0.35,Medium,0.23,0.48,0.05,0.88,0.56,0.29,0.69,0.8,0.61,0.2
Data Scientist,61325,23,Master's,0.64,0.94,0.39,Medium,0.28,0.62,0.73,0.21,0.96,0.01,0.7,0.29,0.48,0.57
